جهان	 :	 0.0026747109100050278 
چون	 :	 0.002875816993464052 
بزاری	 :	 6.033182503770739e-05 
برآید	 :	 0.0002212166918049271 
همی	 :	 0.007461035696329814 
بدو	 :	 0.002875816993464052 
نیک	 :	 0.0007642031171442936 
روزی	 :	 0.00014077425842131725 
سرآید	 :	 4.022121669180493e-05 
چو	 :	 0.012549019607843137 
بستی	 :	 4.022121669180493e-05 
کمر	 :	 0.0010658622423328306 
بر	 :	 0.015042735042735043 
در	 :	 0.004625439919557567 
راه	 :	 0.0026344896933132226 
آز	 :	 0.00020110608345902463 
شود	 :	 0.0007642031171442936 
کار	 :	 0.0028355957767722474 
گیتیت	 :	 2.0110608345902464e-05 
یکسر	 :	 0.0005429864253393666 
دراز	 :	 0.00026143790849673205 
بیک	 :	 0.0002212166918049271 
روی	 :	 0.0025741578682755154 
جستن	 :	 0.00026143790849673205 
بلندی	 :	 0.00010055304172951231 
سزاست	 :	 0.00012066365007541478 
اگر	 :	 0.0019708396178984415 
میان	 :	 0.00146807440925088 
دم	 :	 0.0005228758169934641 
اژدهاست	 :	 4.022121669180493e-05 
و	 :	 0.0423931623931624 
دیگر	 :	 0.0010256410256410256 
که	 :	 0.02001005530417295 
گیتی	 :	 0.0012267471091000502 
ندارد	 :	 0.00030165912518853697 
درنگ	 :	 0.0004223227752639517 
سرای	 :	 0.0003217697335344394 
سپنجی	 :	 4.022121669180493e-05 
چه	 :	 0.0027953745600804423 
پهن	 :	 0.00012066365007541478 
تنگ	 :	 0.0008044243338360985 
پرستنده	 :	 0.00014077425842131725 
جویای	 :	 6.033182503770739e-05 
کین	 :	 0.001870286576168929 
بگیتی	 :	 0.00020110608345902463 
ز	 :	 0.02163901458019105 
کس	 :	 0.0018099547511312218 
نشنود	 :	 4.022121669180493e-05 
آفرین	 :	 0.0017496229260935143 
سرو	 :	 0.0003217697335344394 
سهی	 :	 0.00010055304172951231 
گوژ	 :	 2.0110608345902464e-05 
گردد	 :	 0.0007642031171442936 
بباغ	 :	 6.033182503770739e-05 
تیره	 :	 0.0010859728506787331 
روشن	 :	 0.00048265460030165913 
چراغ	 :	 0.00014077425842131725 
کند	 :	 0.0009653092006033183 
برگ	 :	 8.044243338360986e-05 
پژمرده	 :	 6.033182503770739e-05 
بیخ	 :	 2.0110608345902464e-05 
سست	 :	 0.0002212166918049271 
سرش	 :	 0.0007440925087983911 
سوی	 :	 0.003459024635495224 
پستی	 :	 2.0110608345902464e-05 
گراید	 :	 0.0001608848667672197 
نخست	 :	 0.000563097033685269 
بروید	 :	 4.022121669180493e-05 
خاک	 :	 0.001347410759175465 
باز	 :	 0.0010457516339869282 
همه	 :	 0.006576168929110106 
جای	 :	 0.0021719457013574662 
ترسست	 :	 2.0110608345902464e-05 
تیمار	 :	 0.0004223227752639517 
باک	 :	 0.0002212166918049271 
سر	 :	 0.005409753645047762 
مایهٔ	 :	 4.022121669180493e-05 
مرد	 :	 0.001729512317747612 
سنگ	 :	 0.0002212166918049271 
خرد	 :	 0.0015284062342885872 
بی‌آزاری	 :	 2.0110608345902464e-05 
اندر	 :	 0.006073403720462544 
خورد	 :	 0.0002815485168426345 
دانش	 :	 0.00024132730015082957 
آنگهی	 :	 0.00018099547511312217 
راستی	 :	 0.00026143790849673205 
گرین	 :	 4.022121669180493e-05 
دو	 :	 0.0036400201106083457 
نیابی	 :	 0.00010055304172951231 
روان	 :	 0.0012468577174459528 
کاستی	 :	 8.044243338360986e-05 
خود	 :	 0.0012870789341377577 
بمانی	 :	 6.033182503770739e-05 
رنج	 :	 0.0011865258924082453 
تن	 :	 0.0021116138763197585 
آید	 :	 0.0018300653594771241 
برفتن	 :	 4.022121669180493e-05 
نیاز	 :	 0.00020110608345902463 
یکی	 :	 0.005510306686777275 
ژرف	 :	 0.0001608848667672197 
دریاست	 :	 2.0110608345902464e-05 
بن	 :	 0.0003821015585721468 
ناپدید	 :	 0.00036199095022624434 
گنج	 :	 0.001126194067370538 
رازش	 :	 2.0110608345902464e-05 
کلید	 :	 0.00012066365007541478 
چند‌یابی	 :	 2.0110608345902464e-05 
فزون	 :	 0.00010055304172951231 
بایدت	 :	 6.033182503770739e-05 
همان	 :	 0.0009653092006033183 
خورده	 :	 0.00010055304172951231 
یک	 :	 0.0017496229260935143 
روز	 :	 0.0019306184012066365 
بگزایدت	 :	 2.0110608345902464e-05 
سه	 :	 0.0010256410256410256 
چیزت	 :	 2.0110608345902464e-05 
بباید	 :	 0.0005228758169934641 
کزان	 :	 0.00026143790849673205 
چاره	 :	 0.0003418803418803419 
نیست	 :	 0.0018903971845148316 
وزو	 :	 0.0001608848667672197 
سرت	 :	 0.0001608848667672197 
نیز	 :	 0.001005530417295123 
پیغاره	 :	 4.022121669180493e-05 
خوری‌گر	 :	 2.0110608345902464e-05 
بپوشی	 :	 2.0110608345902464e-05 
و‌گر	 :	 0.00018099547511312217 
گستری	 :	 2.0110608345902464e-05 
سزد	 :	 0.00018099547511312217 
گرد	 :	 0.0028959276018099547 
بدیگر	 :	 0.00012066365007541478 
سخن	 :	 0.0020512820512820513 
ننگری	 :	 2.0110608345902464e-05 
زین	 :	 0.0017697335344394169 
گذشتی	 :	 6.033182503770739e-05 
پیچی	 :	 6.033182503770739e-05 
دانی	 :	 0.00024132730015082957 
تو	 :	 0.006334841628959276 
نماند	 :	 0.0009049773755656109 
زان	 :	 0.0012267471091000502 
نوشین	 :	 0.0001608848667672197 
بخور	 :	 2.0110608345902464e-05 
آنچ‌داری	 :	 4.022121669180493e-05 
